Plasma Cells,Macrophages,AT2 Cells,Club Cells,B Cells,T/NKT Cells,Monocytes,Dendritic Cells,Basal Cells,Mast Cells,Endothelial/Lymphatic Cells,Fibroblasts,AT1 Cells,Ciliated Cells
HCK,CACNA2D2,CTSZ,,SPN,,,,CORO1A,,FEZ2,,RB1CC1,STK11IP
CTSA,C1orf21,SLC11A1,,NRP2,,,,SYNE1,,RASGEF1B,,MAPK1,FRK
PICALM,C14orf1,PYCARD,,PARM1,,,,LRP1,,TXN,,PAPSS1,EMP3
VAMP3,BTG3,HLA-DRB5,,TALDO1,,,,TM4SF1,,SQLE,,ADAMTSL4,SLC25A14
PSAP,SCNN1A,CD37,,GPCPD1,,,,S100A10,,TUBA1B,,EIF4EBP1,SORD
LINC00657,PARM1,RGCC,,JAML,,,,CSTA,,SLC20A1,,ANXA11,EIF3H
RHOC,DRAM1,CTSL,,SLC25A6,,,,RGS1,,PPARG,,ANPEP,USP51
IRX2,FOLR1,SNX10,,RHBDF2,,,,GLUL,,HMGCS1,,ARL2BP,HLA-DRB1
MAST4,ALPL,SPP1,,RAB27A,,,,FDPS,,SH3BGRL,,CCR1,EPHX2
RGCC,CRNDE,SPI1,,SERPINB1,,,,DYNLL1,,REL,,GAPDH,ZBTB18
TREM2,ZNF385B,CTSC,,ZCCHC11,,,,STEAP4,,GABARAP,,ACTR1A,REPIN1
AKR1C3,SQLE,TSPO,,CTSH,,,,B4GALT1,,PRKCE,,SKAP2,SRGAP1
BTF3L4,ERRFI1,HLA-C,,TMEM59,,,,PEG10,,RALGDS,,TAPBP,ADGRF1
LPIN2,DMKN,FTL,,SOCS2,,,,JUN,,ZMIZ1,,FPR2,MEAF6
AIMP1,PERP,FBP1,,SIRPA,,,,SLPI,,RBM39,,RNASE6,LMO7
TNS1,NPC2,CD163,,NFIX,,,,CTSB,,HSPA1B,,SCOC,FARP1
CERS2,DMBT1,HLA-DQB1,,SERPINB6,,,,TRAM1,,PTGS2,,AKIRIN2,MS4A7
APIP,CYR61,S100A11,,MECOM,,,,MALL,,BIRC3,,EBLN3,AES
GNB1,TMEM97,TIMP1,,KIF1C,,,,TACC2,,S100A8,,PRR13,PHIP
CKB,STEAP4,EMP3,,STARD10,,,,WIF1,,APOL1,,KDSR,LY75
TCEA3,MBIP,C1orf162,,ATP13A3,,,,PABPC4,,GADD45B,,VPS13C,DMWD
KDM6B,PPA1,CAPG,,EIF1AX,,,,A2M,,RALA,,FPR3,LIMK2
AMD1,CD24,OLR1,,RAB5B,,,,AGR3,,FPR3,,BEST1,RPL13
NPNT,FDPS,CRIP1,,MIR3945HG,,,,THBS1,,SRSF4,,MARCKS,SFTPA1
COPRS,IRX3,B2M,,NDRG1,,,,C15orf48,,MCL1,,RPS3,PPP4R1
DIAPH1,MTUS1,MCEMP1,,LAMTOR2,,,,CXCL8,,PON2,,RNF149,MNAT1
NAA38,TMEM125,HLA-B,,ITPR3,,,,HOPX,,C16orf62,,SMAP2,DDAH1
OSCAR,AGER,VSIG4,,KIF22,,,,HBB,,NOSIP,,BCYRN1,RB1CC1
MS4A6A,TSPAN13,LST1,,CHD7,,,,SPP1,,CCDC88A,,RGS1,TAX1BP1
HIGD1A,WSB1,CSTA,,FLRT3,,,,IL1RN,,PCDH9,,COX6A1,GTF2IRD2
LINC00493,S100A8,FTH1,,LAPTM4B,,,,PLAC8,,XBP1,,ADH5,DHX57
RAD23B,TTN,MSR1,,CPEB4,,,,CCL2,,N4BP2L2,,SEC31A,NFKBIA
PLS3,ITGB6,FN1,,C5orf38,,,,ITM2B,,EIF5B,,MPHOSPH6,LPL
NHP2,NEDD4L,CD74,,DDX3X,,,,MUC1,,C15orf48,,NUDT14,TRIM37
PER1,IFITM3,MARCO,,HSD17B12,,,,SCGB3A2,,LMNA,,AP2B1,CD52
MIR3945HG,CLU,TMSB10,,HSP90AA1,,,,IGHA1,,ARPC5,,TPP1,WDTC1
APH1A,BEX2,GPNMB,,KCNJ15,,,,,,TTN,,ANKRD11,LRG1
RP11-598F7.3,SYNE1,GLUL,,ACOT7,,,,,,RGS2,,CD84,TMSB10
FADS1,IFT57,ACP5,,PMM1,,,,,,TACSTD2,,ZYX,ARPC5
QKI,MAOA,MRC1,,NEBL,,,,,,SNU13,,PTMS,C1QA
SNRPE,CCND1,RP11-1143G9.4,,LDHA,,,,,,SYPL1,,PTP4A1,CFL1
OCLN,CLDN4,GRN,,ITPRIPL2,,,,,,TMEM123,,RAB11B,CAMSAP1
IMPA2,NKX2-1,CTSS,,LIPH,,,,,,BEX5,,LILRB4,C1QB
DNAJB6,CTGF,INHBA,,ZBTB20,,,,,,SNX2,,ALDOA,PTRH1
PTGES3,IGFBP7,CTSB,,CEACAM6,,,,,,RAB13,,HMGN3,DYRK2
PARD6B,PRDX5,S100A9,,TMPRSS2,,,,,,ARPC5L,,BAX,TOMM34
MCOLN1,FAM177A1,PSAP,,HMGCR,,,,,,TUBB,,MAPK1IP1L,PPIA
EFNA1,MSMO1,HLA-DPA1,,C6orf62,,,,,,NXT1,,ACADVL,IDS
SESTD1,SPTBN1,HLA-DPB1,,SEC11C,,,,,,IFT57,,ANP32B,TRAF4
EIF4E2,SFTA1P,SH3BGRL3,,MPHOSPH6,,,,,,ITPKC,,CRLS1,ATP6V0B
PDCD10,CADM1,CD68,,TNFSF13B,,,,,,PRRC2C,,B3GNT5,CSNK1E
TLN1,DLC1,CTSD,,SDC2,,,,,,BCAP29,,VCAN,FOXP2
MRPL34,HMGCS1,AIF1,,CECR1,,,,,,C12orf57,,ARRDC1,ZC3H6
SRRM1,HHIP,MS4A7,,SLC3A2,,,,,,ADIPOR2,,IRF2BP2,SH3RF1
SSU72,C3,S100A8,,MAP1LC3B,,,,,,RGS1,,GNAI2,CERS4
NCKAP1,LMO3,HLA-DRB1,,RND3,,,,,,DEFB1,,CXCL3,IRAK1BP1
PGRMC1,F3,HLA-DQA1,,CALR,,,,,,EIF3B,,FBXO7,SLAIN2
UBE2E2,EPCAM,LAPTM5,,SLC1A3,,,,,,HNRNPM,,EI24,COG7
SLC39A8,ZFP36L1,C1QC,,LACTB,,,,,,MBNL1,,CLIC1,AIF1
PMM1,ICAM1,HLA-DRA,,CD55,,,,,,BHLHE40,,ZFP36L2,ZFP36L1
FOSL2,GKN2,SRGN,,HHIP-AS1,,,,,,TPD52L1,,VMO1,FAM206A
PRSS8,EGR1,ALOX5AP,,PNN,,,,,,Sep-07,,TSPO,MT-ATP6
MAPKAPK3,CYP4B1,CCL18,,HLA-DMB,,,,,,B4GALT5,,IL7R,SS18
HHIP-AS1,DUOX1,CYBA,,RAI14,,,,,,CLTB,,UBXN1,SARAF
TOR1AIP2,C11orf96,S100A4,,FUS,,,,,,ALPL,,GPCPD1,ARPC3
COA3,TMC5,CD52,,IL1R1,,,,,,GINM1,,SLC25A24,BAIAP2
Sep-11,MFSD2A,APOE,,GUK1,,,,,,FILIP1L,,PPIB,C9orf72
SCCPDH,EZR,FABP4,,KMT2E,,,,,,RNASE6,,CCDC186,RPLP0
RPL3,LIMCH1,FCER1G,,BCAM,,,,,,CSRP1,,PDCD6IP,ARSD
DAPK1,CEBPD,LGALS1,,ABCG1,,,,,,C9orf142,,TPM1,XRRA1
B3GNT7,NNMT,VIM,,MNDA,,,,,,STX12,,RAB6A,C1orf228
MECOM,SPTSSA,APOC1,,VCL,,,,,,PNN,,CREG1,EIF3E
PLXNB2,SELENBP1,C1QA,,ARHGAP9,,,,,,DNAJA1,,LIPA,ADCK4
ICAM1,TACSTD2,LYZ,,ITSN2,,,,,,SERINC1,,RAB31,ZBTB10
FLRT3,SLC39A8,C1QB,,PMP22,,,,,,SF1,,SPOP,MUM1
AP2M1,C19orf33,TYROBP,,GDF15,,,,,,SRSF10,,FOSB,PER2
LEPROTL1,IFITM2,IGHG4,,NFATC3,,,,,,NCL,,TRAPPC1,EPCAM
PNRC1,MALAT1,IGHG3,,AHNAK,,,,,,Sep-02,,ARL6IP1,H2AFJ
HLA-A,SMIM22,IGLC2,,SCGB3A2,,,,,,VCAN,,OSTF1,UNC93B1
TMPRSS2,AGR2,IGKC,,VEPH1,,,,,,TM9SF3,,TM9SF2,CAPG
APEX1,MACROD2,RTN4,,PRKCI,,,,,,LPP,,MAP3K8,NAPSA
BCAM,AQP1,IGFBP7,,PRSS8,,,,,,TSPO,,MSN,LINC00969
SPTBN1,TSC22D1,WASF2,,ADAMTSL4,,,,,,CKLF,,SF3B1,SCRN1
AGFG1,TPPP3,RNH1,,PTRF,,,,,,CXCL3,,RBP4,MPC2
PSMG2,SOD3,HSP90B1,,PLEKHF2,,,,,,CHI3L1,,IL18,FAM63B
STARD3NL,AREG,BSG,,GABPB1-AS1,,,,,,IL1RN,,AGRP,GSTP1
EIF6,SFN,H2AFJ,,REEP5,,,,,,PABPC4,,DEFB1,PLEKHA4
PVRL2,ATP1A1,DNAJA1,,PXK,,,,,,PHLDA2,,DOCK8,UBL3
C16orf13,TSTD1,MDH1,,HCK,,,,,,ARPC1A,,STXBP2,ADPRHL2
COX20,MAL2,IGHG1,,TMC8,,,,,,NSRP1,,SMIM4,ANK3
SLC7A8,LDLR,BCYRN1,,EIF4G2,,,,,,ATP5EP2,,FNDC3B,WDR45B
NARS,C16orf89,SLC2A3,,CD4,,,,,,ICAM1,,HLA-E,SYDE2
RALBP1,FASN,TMEM123,,COX5B,,,,,,MPZL2,,PGD,CD68
PIM3,CXCL2,ALDH1A1,,POLR2I,,,,,,FABP3,,HSP90B1,DAB2
BAIAP2,ELF3,STK17B,,C14orf1,,,,,,TPPP3,,ADGRE5,HECTD1
PTPMT1,SDR16C5,EML4,,MBD4,,,,,,CORO1A,,SPG21,SYAP1
NONO,ADGRF5,COMT,,PLSCR1,,,,,,BTG2,,RAP1B,ZDHHC11B
DPH3,PLA2G1B,SGK1,,NBEAL1,,,,,,PSMB8,,TSC22D3,BBIP1
HSPH1,LMO7,SCGB3A1,,FPR2,,,,,,SGK1,,GK,MSH3
CTBP2,NGFRAP1,IFI27,,ADGRE5,,,,,,SLCO2B1,,PPP1R15A,CBX5
C5orf38,WIF1,CTNNB1,,TOB1,,,,,,BCL2L1,,CDV3,STYXL1
LCP1,FXYD3,RAB13,,ZCCHC7,,,,,,PA2G4,,PIAS1,CRIM1
SMAD2,ABCA3,RPS2,,PPA1,,,,,,NCOA7,,C20orf24,BACE2
LGMN,C4BPA,SOX4,,ATP2B1,,,,,,NDUFA12,,MAN1A1,C11orf49
DDAH2,SDC4,CIR1,,FOXA2,,,,,,LYST,,CES1,IQCB1
CARD16,RNF145,PABPC4,,LILRB3,,,,,,EIF3I,,LGALS1,TM9SF2
EMP1,KRT8,EMP1,,EGFR,,,,,,SELM,,NDUFB7,RBM23
RBM3,TFPI,SPRY1,,MDM2,,,,,,MIR4435-2HG,,MRFAP1,GBP3
JMJD1C,CTSH,HSPA1A,,VPS29,,,,,,IFI6,,SNX2,ABLIM1
ANP32A,MALL,SCGB1A1,,SPTBN1,,,,,,AES,,CD63,AHSA2
CCT6A,AGR3,MT1X,,VMO1,,,,,,TMEM70,,VASP,ALOX5AP
NT5C,AK1,IGHA1,,MFSD14B,,,,,,NR4A1,,CBR1,TRMT1L
COL4A3BP,DSTN,RPS4Y1,,BTK,,,,,,PPP1R15A,,CORO1A,PAPOLA
NDUFS8,CAV1,MMP7,,CYFIP2,,,,,,CXCL2,,GCA,SEMA3C
CD37,SEPP1,,,SLC6A14,,,,,,SRSF7,,SGMS2,ZNF33B
CCT5,C8orf4,,,HMHA1,,,,,,JUN,,ADAM17,TTLL3
HPCAL1,CEACAM6,,,SUMO3,,,,,,AGER,,ATP6V0D1,CTTN
AXL,FGGY,,,CLDN3,,,,,,THBS1,,BASP1,FXYD5
SCAF11,PEG10,,,EFEMP1,,,,,,STMN1,,DDIT4,LDHA
HCFC1R1,CLDN18,,,ETV5,,,,,,HNRNPAB,,BAG1,SPI1
CRIP1,KRT18,,,IFNGR1,,,,,,MYADM,,MFSD1,KDM1B
STK24,CYB5A,,,LAT2,,,,,,SF3B1,,LEPROTL1,TSPAN3
NRIP1,KRT19,,,AHCYL2,,,,,,NRP2,,SYPL1,GSTO1
ARPC1A,GPRC5A,,,C4orf48,,,,,,CD24,,COLEC12,RPL24
FAM46A,DHCR24,,,ZEB2,,,,,,C11orf96,,ID2,ICMT
SLC22A31,TACC2,,,ST3GAL5,,,,,,AK1,,MIS18BP1,CTSH
LSM14A,ID1,,,HLA-DMA,,,,,,CCND1,,HSPA5,RPS10
HSD17B6,LAMP3,,,SNRPD2,,,,,,PSMA7,,LRPAP1,RPA3
EIF4B,KRT7,,,AGRP,,,,,,IFNGR1,,ALDH1A1,HLA-DQA1
FIS1,ADIRF,,,APBB1IP,,,,,,ARID5B,,GM2A,SLC20A2
VEPH1,LPCAT1,,,SCP2,,,,,,GYPC,,HN1,RERE
EGR1,EMP2,,,SASH3,,,,,,COTL1,,FABP3,LYPLA2
TUBB4B,S100A14,,,TAX1BP1,,,,,,CD14,,ATP6V1B2,SEC11A
MAP3K8,RNASE1,,,GJA1,,,,,,TNFAIP3,,S100A8,RPL36
ETF1,SFTA3,,,LL22NC03-N95F10.1,,,,,,ARHGDIB,,CDKN1A,CCDC66
RUFY3,LRRK2,,,VIM,,,,,,SCGB3A1,,B2M,RSRP1
VMA21,PEBP4,,,ARGLU1,,,,,,ATP13A3,,RGS2,CTSC
IL1R1,MGST1,,,RASGEF1B,,,,,,SCGB1A1,,XRCC6,MT-ND6
NFIB,WFDC2,,,FAM46A,,,,,,PTPRE,,A2M,C1orf162
PPA2,TM4SF1,,,NFKBIZ,,,,,,SEPP1,,TFRC,RBM43
STARD10,CXCL17,,,KCNAB2,,,,,,SOD2,,NOP10,ABCD3
WBP2,PIGR,,,ARRDC4,,,,,,PPP1R2,,SNHG25,MED25
FAM134B,MUC1,,,NFIB,,,,,,IGHA1,,TCF7L2,CDKN1A
HCST,SFTPD,,,FYB,,,,,,FOSB,,CAPG,STOM
ERH,SLC34A2,,,HSPA1B,,,,,,,,IL1RN,GNAI1
DCAF7,PGC,,,ARHGEF12,,,,,,,,PFN1,MTA1
CYFIP1,HOPX,,,TBCA,,,,,,,,GABARAP,SLC12A7
TJP1,NAPSA,,,ENO1,,,,,,,,CTSZ,VMP1
HMGCR,SFTA2,,,DNAJA1,,,,,,,,TFPI,RALGAPA2
ADGRE5,SCGB3A2,,,FXYD5,,,,,,,,SOD2,ZFAS1
CRTAC1,SCGB3A1,,,ODF3B,,,,,,,,SSR4,SMPD2
LINC01420,SFTPB,,,NDUFA1,,,,,,,,CXCL8,S100A9
NTN4,SLPI,,,SPI1,,,,,,,,TUBA1B,LTA4H
UBE2D1,SFTPA2,,,SLC40A1,,,,,,,,TYMP,PTPRU
Mar-01,SFTPA1,,,TPM4,,,,,,,,CD36,KSR1
YWHAZ,SFTPC,,,KIAA0922,,,,,,,,CTSH,CSNK1A1
PRNP,ACTN4,,,ITGA3,,,,,,,,GPX3,GMFG
STX3,MIDN,,,RBP4,,,,,,,,GADD45B,MT-ND2
POLR2F,CHP1,,,GAPDH,,,,,,,,C15orf48,ETNK1
ARF3,CALR,,,KTN1,,,,,,,,PGC,NFE2L2
FAM3C,PTPN1,,,GABARAP,,,,,,,,ISG15,EPS8
RARRES3,FOSB,,,FNBP4,,,,,,,,PIGR,RPS14
KLF9,S100A2,,,BMP2,,,,,,,,C11orf96,RPS6KA5
RAI14,ATPIF1,,,RP11-259K15.2,,,,,,,,CHI3L1,CSTA
AC013461.1,CIR1,,,MLLT4,,,,,,,,AREG,SCGB1A1
ABHD5,SEC11C,,,SNX25,,,,,,,,LGALS3,EVI2B
HDGF,HERPUD1,,,CYR61,,,,,,,,SFTPC,WHSC1L1
THBD,YBX3,,,OSBPL10,,,,,,,,SCGB3A1,MRC1
CYBB,TRAM1,,,C17orf62,,,,,,,,FN1,RPS5
ADAM9,RPS2,,,SLC25A3,,,,,,,,SERPING1,MSR1
ARF1,APP,,,IGFBP4,,,,,,,,SFTPA2,MBTPS1
RGS10,SCD,,,MORN2,,,,,,,,IGLC2,RP11-792A8.4
DST,XIST,,,FILIP1,,,,,,,,IGKC,SMAD3
VEZF1,AGPAT2,,,GNB5,,,,,,,,IFI6,SGPL1
PDLIM5,JUND,,,SOX4,,,,,,,,,HLA-DMA
TSTD1,SDC2,,,TYMP,,,,,,,,,TMCO3
ARL6IP4,TCF4,,,EIF3E,,,,,,,,,DTX2
CDC42SE1,SOX4,,,NUP210,,,,,,,,,DBI
ACSS2,TUBB4B,,,CD14,,,,,,,,,EHF
GIPC1,DDIT4,,,NEDD9,,,,,,,,,SFTPD
FAM195B,CORO1A,,,ELMO1,,,,,,,,,CD74
TMEM41B,CETN2,,,S100A8,,,,,,,,,GSN
CD58,MORN2,,,SYNGR2,,,,,,,,,ALKBH5
RNPEP,RPS4Y1,,,LAMTOR5,,,,,,,,,OLR1
EID1,MT1G,,,VCAN,,,,,,,,,UPP1
NCOR2,ZDHHC3,,,LY96,,,,,,,,,MARCO
MLF2,SCGB1A1,,,PIM2,,,,,,,,,FAM131A
FKBP5,IGKC,,,HNRNPA2B1,,,,,,,,,H3F3A
ATP5O,IGHA1,,,NIN,,,,,,,,,APOO
IRF2BP2,,,,CSK,,,,,,,,,KIF2A
PABPN1,,,,RP11-467L13.7,,,,,,,,,ACTB
VDAC2,,,,PTPN6,,,,,,,,,RPL34
FILIP1L,,,,CETN2,,,,,,,,,INTS10
LYST,,,,MT-ND4L,,,,,,,,,FILIP1
MRPL54,,,,ANKRD36C,,,,,,,,,LRRK2
BUD31,,,,TMSB10,,,,,,,,,LIPH
LIPH,,,,BEX2,,,,,,,,,BLVRB
COA6,,,,IL7R,,,,,,,,,HACD4
CRB3,,,,CLU,,,,,,,,,PRRC2B
RAB21,,,,MYCBP2,,,,,,,,,SNX10
LL22NC03-N95F10.1,,,,OTOA,,,,,,,,,RAB3IP
SF1,,,,TAF7,,,,,,,,,COX4I1
ADAMTSL4,,,,CLIC3,,,,,,,,,CD37
AAK1,,,,NKTR,,,,,,,,,HIST1H1C
TMEM59,,,,LSM7,,,,,,,,,FAM120A
KIDINS220,,,,SLC16A3,,,,,,,,,ANXA4
GDF15,,,,RHOA,,,,,,,,,TMEM59
SAT2,,,,EVL,,,,,,,,,AP2S1
CACUL1,,,,PCSK7,,,,,,,,,ST8SIA4
WASL,,,,MSLN,,,,,,,,,C1QC
EIF4EBP2,,,,SQLE,,,,,,,,,ST6GALNAC6
FHL1,,,,PYCARD,,,,,,,,,CFAP20
PDE4D,,,,DEFB1,,,,,,,,,TMTC3
OSTF1,,,,ALOX5AP,,,,,,,,,SEC14L1
ANK3,,,,CD44,,,,,,,,,CD53
DDAH1,,,,PLEKHO1,,,,,,,,,FLNA
HEXB,,,,GGNBP2,,,,,,,,,SLC25A3
RPL22L1,,,,HIST1H1C,,,,,,,,,KLHDC10
ATP5F1,,,,MGEA5,,,,,,,,,PCSK5
MMP19,,,,HCLS1,,,,,,,,,MTURN
IFI6,,,,ACTG1,,,,,,,,,KRT19
TMEM123,,,,ARHGAP30,,,,,,,,,MT-ND5
COA4,,,,UBB,,,,,,,,,GAS7
ZBTB7A,,,,OFD1,,,,,,,,,RPL29
LSM7,,,,CYP1B1,,,,,,,,,GOLGB1
FCGR1A,,,,WAS,,,,,,,,,VSIG4
PLXND1,,,,C15orf48,,,,,,,,,LLGL2
ST3GAL1,,,,HIST1H2AC,,,,,,,,,LST1
FAM105A,,,,CTGF,,,,,,,,,TIMP2
VCL,,,,SRSF5,,,,,,,,,SMIM19
TGFBI,,,,FABP3,,,,,,,,,CERS6
NDUFC2,,,,ATRX,,,,,,,,,SSR3
PAFAH1B2,,,,RSRP1,,,,,,,,,SNX7
KCNAB2,,,,RNASE6,,,,,,,,,JAG1
PRKAR2A,,,,SYPL1,,,,,,,,,TKT
PBDC1,,,,GABPB1,,,,,,,,,MTMR2
RND3,,,,PRKD3,,,,,,,,,EEF1A1
NEBL,,,,METTL8,,,,,,,,,ALDH2
HSD17B12,,,,HMGN1,,,,,,,,,CLCN3
MRPL11,,,,CHI3L1,,,,,,,,,C2CD2L
ABRACL,,,,VOPP1,,,,,,,,,TPRG1L
ELOVL5,,,,CCDC50,,,,,,,,,BCL7A
VMO1,,,,FBL,,,,,,,,,CFLAR
LPCAT2,,,,TUBA1B,,,,,,,,,SFTPA2
ST3GAL5,,,,SPARC,,,,,,,,,SLC11A1
AGRP,,,,STRBP,,,,,,,,,NACC2
SNX6,,,,TCOF1,,,,,,,,,ENO1
MSRB2,,,,TRIM38,,,,,,,,,ABHD11
GBAS,,,,ENTPD1,,,,,,,,,XPR1
TAF1D,,,,METTL12,,,,,,,,,TP53INP2
FAM195A,,,,SMC6,,,,,,,,,PGRMC1
CEACAM6,,,,UPF2,,,,,,,,,HSP90AB1
UBL3,,,,UVRAG,,,,,,,,,MSN
HAVCR2,,,,HNRNPDL,,,,,,,,,OFD1
WDR26,,,,CYTH4,,,,,,,,,Sep-09
SERINC1,,,,FOSB,,,,,,,,,CXCL16
RP11-532F12.5,,,,PRRC2C,,,,,,,,,GPBP1
CD83,,,,ARID4B,,,,,,,,,TMEM50B
KDSR,,,,AGER,,,,,,,,,EVI5
NDUFB5,,,,PLEKHJ1,,,,,,,,,CD163
FOXA2,,,,TPPP3,,,,,,,,,THADA
SRSF3,,,,RICTOR,,,,,,,,,PEBP4
FPR2,,,,ERP29,,,,,,,,,FCGRT
FAAP20,,,,DBNL,,,,,,,,,MCEMP1
FMO5,,,,DAAM1,,,,,,,,,FABP4
IDS,,,,EIF3L,,,,,,,,,ATP8B1
ITGAX,,,,RPL22L1,,,,,,,,,JUP
SLC1A3,,,,PPP1R18,,,,,,,,,PKD2
MFGE8,,,,PMAIP1,,,,,,,,,ARHGEF28
DICER1,,,,CCDC88B,,,,,,,,,MT-CO3
RPAIN,,,,GTF3A,,,,,,,,,RPL10A
DNAAF1,,,,WIPF1,,,,,,,,,ABHD17B
SLK,,,,EIF3G,,,,,,,,,ALDOA
DNAJB1,,,,SSR4,,,,,,,,,ERF
FHDC1,,,,SKAP2,,,,,,,,,PIGQ
ACAP2,,,,STX7,,,,,,,,,RNF103
SSBP1,,,,HES1,,,,,,,,,RPL35A
SPRED1,,,,CTSS,,,,,,,,,DHRS4-AS1
CPVL,,,,GPBP1,,,,,,,,,NEAT1
CDC37,,,,ALOX5,,,,,,,,,VGLL4
SLC7A7,,,,ELF1,,,,,,,,,RAP1A
SDC2,,,,A2M,,,,,,,,,C9orf3
ZSCAN16-AS1,,,,LDHB,,,,,,,,,FAM172A
TMEM9B,,,,Sep-09,,,,,,,,,HEXB
BAZ1A,,,,DNAJC10,,,,,,,,,SFXN3
SLC6A14,,,,C19orf66,,,,,,,,,CTNND1
CAMTA1,,,,IKZF1,,,,,,,,,SLC18B1
SQLE,,,,SRSF7,,,,,,,,,DCXR
CPNE3,,,,IGFBP7,,,,,,,,,GLRX
RAP2B,,,,TAP1,,,,,,,,,ARHGDIB
STX4,,,,CD99,,,,,,,,,LCP1
OSBPL8,,,,APOBEC3C,,,,,,,,,GMCL1
ACAT2,,,,FAM49B,,,,,,,,,CTNNA1
SSFA2,,,,POLR2J3,,,,,,,,,AHSA1
VPS26A,,,,ZNF791,,,,,,,,,MNDA
SWAP70,,,,HIST1H4C,,,,,,,,,CRIP1
BEX2,,,,PRDM2,,,,,,,,,LGALS1
ADH5,,,,PTPN1,,,,,,,,,PKP4
CEP170,,,,CEPT1,,,,,,,,,CCDC88A
OSBPL11,,,,MZT2A,,,,,,,,,LINC01272
FYB,,,,ATF7IP2,,,,,,,,,ESYT2
TMEM165,,,,IL1RN,,,,,,,,,MYL12A
SNRPD3,,,,TAGLN,,,,,,,,,PPP2CB
PHB,,,,PHF14,,,,,,,,,PTPRC
NRP2,,,,HIST2H2BE,,,,,,,,,H3F3B
ARF5,,,,HBB,,,,,,,,,INSR
EIF2S3,,,,CD83,,,,,,,,,EEF2K
OPN3,,,,CWF19L2,,,,,,,,,RPS6
IGFBP4,,,,ATF6B,,,,,,,,,FCGR2A
MLLT4,,,,EPSTI1,,,,,,,,,RPP38
SLA,,,,AFF3,,,,,,,,,CUEDC1
SSH2,,,,RBM39,,,,,,,,,ALOX5
HADHA,,,,BBX,,,,,,,,,ZNF609
PSMA3-AS1,,,,UXT,,,,,,,,,C4orf3
EIF4H,,,,UBE2I,,,,,,,,,PYCARD
KCNJ15,,,,WDR74,,,,,,,,,TUBGCP2
MEAF6,,,,ZNF292,,,,,,,,,MAP3K13
SKIL,,,,TMEM107,,,,,,,,,S100A10
TMEM63B,,,,RGS19,,,,,,,,,AGRN
AP2B1,,,,SAMD9,,,,,,,,,SFTA2
SNX25,,,,CNPY3,,,,,,,,,ZEB2
NFATC3,,,,ANKRD12,,,,,,,,,PSIP1
RASGEF1B,,,,CHD6,,,,,,,,,LAMA5
AKAP1,,,,JUN,,,,,,,,,RBM3
NUDT3,,,,ARHGEF1,,,,,,,,,PPL
RP11-259K15.2,,,,PRMT1,,,,,,,,,KPNA5
HSPA5,,,,CXXC5,,,,,,,,,EPHA2
UBE2N,,,,SYNRG,,,,,,,,,MYO1D
SLC15A3,,,,CRIP1,,,,,,,,,LY96
TMBIM4,,,,UBE2N,,,,,,,,,HLA-C
PSMB3,,,,RBM3,,,,,,,,,LYRM7
PEPD,,,,TLE3,,,,,,,,,SLC39A8
GDE1,,,,SH3KBP1,,,,,,,,,GPNMB
ARF6,,,,CCDC12,,,,,,,,,SFTPB
HIPK3,,,,FAM60A,,,,,,,,,RITA1
ERICH1,,,,SLC38A1,,,,,,,,,MT-CO1
ANPEP,,,,JAK1,,,,,,,,,FAM214A
PPP4R1,,,,MPHOSPH8,,,,,,,,,MDK
SLC25A36,,,,IFI30,,,,,,,,,SMIM8
RBP4,,,,TAPBP,,,,,,,,,CLIP1
ROCK1,,,,GCC2,,,,,,,,,SCGB3A1
ITGA3,,,,UBE2D2,,,,,,,,,CSNK1G1
PTPRF,,,,RNF19A,,,,,,,,,DRAM1
EIF3F,,,,GYPC,,,,,,,,,DIDO1
ACOT7,,,,PPP1CA,,,,,,,,,CD38
CTDNEP1,,,,IRF3,,,,,,,,,TMEM14B
NAA20,,,,TNFRSF14,,,,,,,,,RPS11
PPCS,,,,ID3,,,,,,,,,TNKS
HIF1A,,,,HLA-DOA,,,,,,,,,JADE1
PTEN,,,,RBM25,,,,,,,,,ZNF395
SFPQ,,,,ANKRD49,,,,,,,,,GALK2
ITGB2,,,,DDX39A,,,,,,,,,SSR2
MPC2,,,,ABHD14B,,,,,,,,,THUMPD3-AS1
CD4,,,,MSL3,,,,,,,,,ARHGEF12
CDC42EP3,,,,RBM6,,,,,,,,,HLA-DMB
C1orf116,,,,HNRNPM,,,,,,,,,PGC
SLC43A3,,,,ARL14EP,,,,,,,,,SH3BGRL3
PRDX3,,,,SEL1L3,,,,,,,,,ATP2C2
PTAFR,,,,ILF3-AS1,,,,,,,,,MRPS15
POLR2E,,,,TLE4,,,,,,,,,MAP4K4
TLR4,,,,TLK1,,,,,,,,,STAM2
HNRNPH3,,,,IRF2,,,,,,,,,MYO1E
RBCK1,,,,LUC7L3,,,,,,,,,PPIB
NDUFV2,,,,ISG15,,,,,,,,,FNBP1L
DDRGK1,,,,ARPC4,,,,,,,,,SAMD4B
EFEMP1,,,,ZNF90,,,,,,,,,CORO1C
SDHC,,,,TRABD,,,,,,,,,TSC22D3
G3BP1,,,,THRAP3,,,,,,,,,OAZ1
RAB5B,,,,PARP14,,,,,,,,,CD46
ENPP4,,,,GGA2,,,,,,,,,OST4
CYR61,,,,SH3BP5,,,,,,,,,SGMS2
FAM50A,,,,SCGB3A1,,,,,,,,,PPP1R12B
